doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,titleWordCount,clientName,clientType
10.6084/m9.figshare.c.7279088.v1,figshare.ars,2024,Collection,Validation of the Health Assessment Tool (HAT) based on four aging cohorts from the Swedish National study on Aging and Care,figshare,0,1,0,1,0,2024-08-18T20:25:59Z,2024-08-18T20:25:59Z,1,1,OPEN,,,21,figshare Academic Research System,repository
10.5281/zenodo.13747866,cern.zenodo,2024,Text,"Interview questions used in the study ""Regulatory Requirements Engineering in Large Enterprises: An Interview Study on the European Accessibility Act""",Zenodo,0,1,1,1,0,2024-09-11T14:59:49Z,2024-09-11T14:59:51Z,1,,,,,20,Zenodo,repository
10.5281/zenodo.13747865,cern.zenodo,2024,Text,"Interview questions used in the study ""Regulatory Requirements Engineering in Large Enterprises: An Interview Study on the European Accessibility Act""",Zenodo,0,1,1,0,1,2024-09-11T14:59:50Z,2024-09-11T14:59:51Z,1,,,,,20,Zenodo,repository
10.13140/rg.2.2.24710.18247,rg.rg,2024,Text,Software testing optimization and continuous integration with MS AZURE DevOps,Blekinge Institute of Technology,1,0,0,1,0,2024-10-08T11:58:52Z,2024-10-08T11:58:53Z,1,,,,,10,ResearchGate,repository
10.13140/rg.2.2.13986.85448,rg.rg,2022,Text,"D 4.2 SESA -Smart Energy Solutions for Africa, Demonstration Implementation Plans and Project Updates",Blekinge Institute of Technology,1,0,0,1,0,2024-10-15T10:22:40Z,2024-10-15T10:22:42Z,1,,,,,14,ResearchGate,repository
10.13140/rg.2.2.22375.46241,rg.rg,2022,Text,Five (5) Demonstration Implementation Plans and Set-up of Regional Platforms. SESA -Smart Energy Solutions for Africa,Blekinge Institute of Technology,1,0,0,1,0,2024-10-15T10:31:11Z,2024-10-15T10:33:35Z,1,,,,,16,ResearchGate,repository
10.5281/zenodo.13449373,cern.zenodo,2024,Software,Handbook on Teaching Empirical Software Engineering: Online Material,Zenodo,0,1,1,1,0,2024-10-16T11:44:10Z,2025-02-03T10:39:36Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.14036029,cern.zenodo,2024,Other,Interview protocol - Using GenAI tools to support inception-stage software startups,Zenodo,0,1,0,0,1,2024-11-04T16:25:30Z,2024-11-04T16:25:31Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.14036030,cern.zenodo,2024,Other,Interview protocol - Using GenAI tools to support inception-stage software startups,Zenodo,0,1,0,1,0,2024-11-04T16:25:30Z,2024-11-04T16:25:31Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.13999200,cern.zenodo,2024,Dataset,"Open dataset for publication ""Systematic Mapping Study on Requirements Engineering for Regulatory Compliance of Software Systems""",Zenodo,0,1,1,0,1,2024-11-05T06:16:51Z,2024-11-05T06:16:52Z,1,1,,,,16,Zenodo,repository
10.5281/zenodo.13999201,cern.zenodo,2024,Dataset,"Open dataset for publication ""Systematic Mapping Study on Requirements Engineering for Regulatory Compliance of Software Systems""",Zenodo,0,1,1,1,0,2024-11-05T06:16:51Z,2024-11-05T06:16:52Z,1,1,,,,16,Zenodo,repository
10.5281/zenodo.14197337,cern.zenodo,2024,Other,The NLP4RE ID-Card,Zenodo,0,1,0,0,1,2024-11-21T12:50:25Z,2025-06-11T18:44:20Z,1,,,,,3,Zenodo,repository
10.5281/zenodo.14197338,cern.zenodo,2024,Other,The NLP4RE ID-Card,Zenodo,0,1,0,1,0,2024-11-21T12:50:25Z,2025-06-11T18:44:20Z,1,,,,,3,Zenodo,repository
10.5281/zenodo.14288346,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,0,1,2024-12-06T10:55:39Z,2024-12-16T12:16:22Z,1,,,,,14,Zenodo,repository
10.5281/zenodo.14288347,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,1,0,2024-12-06T10:55:39Z,2024-12-16T12:10:56Z,1,,,,,14,Zenodo,repository
10.5281/zenodo.14500564,cern.zenodo,2024,Software,"Replication Package for the ""Replications, Revisions, and Reanalyses: Managing Variance Theories in Software Engineering""",Zenodo,0,1,0,1,0,2024-12-16T12:15:51Z,2024-12-16T12:16:28Z,1,,,,,14,Zenodo,repository
10.5281/zenodo.14654329,cern.zenodo,2020,ConferencePaper,The Potential of Online Laboratories in STEM Education; First Steps Towards an International Community of Practice,Zenodo,0,1,0,0,1,2025-01-15T15:26:02Z,2025-01-15T15:26:26Z,1,,,,,16,Zenodo,repository
10.5281/zenodo.14654330,cern.zenodo,2020,ConferencePaper,The Potential of Online Laboratories in STEM Education; First Steps Towards an International Community of Practice,Zenodo,0,1,0,1,0,2025-01-15T15:26:02Z,2025-01-15T15:26:26Z,1,,,,,16,Zenodo,repository
10.5281/zenodo.14628168,cern.zenodo,2025,Dataset,Artifacts: Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,Zenodo,0,1,0,0,1,2025-01-26T21:28:18Z,2025-10-10T17:03:49Z,1,,,,,14,Zenodo,repository
10.5281/zenodo.14793541,cern.zenodo,2025,Software,mendezfe/temse: Links to several preprints added,Zenodo,0,1,0,1,0,2025-02-03T10:39:35Z,2025-02-03T10:39:36Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.14989559,cern.zenodo,2025,Dataset,Artifacts - Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,Zenodo,0,1,0,0,1,2025-03-07T16:25:56Z,2025-04-21T13:50:32Z,1,1,,,,13,Zenodo,repository
10.5281/zenodo.15029764,cern.zenodo,2025,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil: An Extended Analysis,Zenodo,0,1,0,0,1,2025-03-15T02:48:26Z,2025-03-15T19:43:09Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.15029765,cern.zenodo,2025,ComputationalNotebook,Industrial Practices of Requirements Engineering for ML-Enabled Systems in Brazil: An Extended Analysis,Zenodo,0,1,0,1,0,2025-03-15T02:48:26Z,2025-03-15T19:43:09Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.15034832,cern.zenodo,2025,Other,Identifying Critical Dependencies in Large-Scale Continuous Software Engineering: Interview Guide,Zenodo,0,1,0,0,1,2025-03-16T12:34:04Z,2025-05-05T09:50:18Z,1,,,,,10,Zenodo,repository
10.5281/zenodo.15034833,cern.zenodo,2025,Other,Identifying Critical Dependencies in Large-Scale Continuous Software Engineering: Interview Guide,Zenodo,0,1,0,1,0,2025-03-16T12:34:04Z,2025-05-05T09:50:18Z,1,,,,,10,Zenodo,repository
10.5281/zenodo.15064696,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,0,1,2025-03-21T13:45:31Z,2025-07-09T19:20:58Z,1,1,,,,10,Zenodo,repository
10.5281/zenodo.15064697,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,1,0,2025-03-21T13:45:31Z,2025-03-21T13:58:14Z,1,1,,,,10,Zenodo,repository
10.5281/zenodo.15193085,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to the Policy Review of the National Competitive Grants Program,Zenodo,0,1,0,1,0,2025-04-11T07:25:58Z,2025-04-17T02:57:43Z,1,,,,,15,Zenodo,repository
10.5281/zenodo.15193084,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to the Policy Review of the National Competitive Grants Program,Zenodo,0,1,0,0,1,2025-04-11T07:25:59Z,2025-04-17T02:57:43Z,1,,,,,15,Zenodo,repository
10.13140/rg.2.2.11337.25446,rg.rg,2024,Text,Flow control in Lean and Agile: Value Stream Mapping of Software Features in the Scrum Development Cycle,Blekinge Institute of Technology,1,0,0,1,0,2025-04-13T10:27:42Z,2025-04-13T10:33:19Z,1,,,,,17,ResearchGate,repository
10.5281/zenodo.15255975,cern.zenodo,2025,Dataset,Artifacts - Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,Zenodo,0,1,0,1,0,2025-04-21T13:50:31Z,2025-04-21T13:50:32Z,1,1,,,,13,Zenodo,repository
10.5281/zenodo.15348010,cern.zenodo,2025,Text,D4.6 – Evolutive infrastructure inventory - Report Nr 2,Zenodo,0,1,0,0,1,2025-05-07T14:47:07Z,2025-09-25T12:24:37Z,1,,,,,9,Zenodo,repository
10.5281/zenodo.15348011,cern.zenodo,2025,Text,D4.6 – Evolutive infrastructure inventory - Report Nr 2,Zenodo,0,1,0,1,0,2025-05-07T14:47:07Z,2025-09-25T12:24:37Z,1,,,,,9,Zenodo,repository
10.5281/zenodo.15342374,cern.zenodo,2025,Text,D4.1 Evolutive Infrastructure Inventory - Report Nr 1,Zenodo,0,1,0,0,1,2025-05-07T14:47:23Z,2025-09-25T12:31:52Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.15342375,cern.zenodo,2025,Text,D4.1 Evolutive Infrastructure Inventory - Report Nr 1,Zenodo,0,1,0,1,0,2025-05-07T14:47:23Z,2025-09-25T12:31:52Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.15387465,cern.zenodo,2025,Dissertation,Digital Sovereignty for Collaborative AI Engineering,BTH DiVA Portal,0,1,0,1,0,2025-05-13T10:41:15Z,2025-05-13T10:41:17Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.15387464,cern.zenodo,2025,Dissertation,Digital Sovereignty for Collaborative AI Engineering,BTH DiVA Portal,0,1,0,0,1,2025-05-13T10:41:16Z,2025-05-13T10:41:17Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.15421925,cern.zenodo,2025,Dataset,Artifact package: When GUI-based Testing Meets Code Reviews,Zenodo,0,1,0,0,1,2025-05-15T07:43:42Z,2025-09-22T12:09:22Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.15421926,cern.zenodo,2025,Dataset,Artifact package: When GUI-based Testing Meets Code Reviews,Zenodo,0,1,0,1,0,2025-05-15T07:43:42Z,2025-05-15T07:43:43Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.15470170,cern.zenodo,2025,Journal,Online Appendix for an article - Characterizing Participatory Reuse: A Case Survey,Zenodo,0,1,0,0,1,2025-05-20T08:39:57Z,2025-05-20T13:38:12Z,1,,,,,12,Zenodo,repository
10.5281/zenodo.15470171,cern.zenodo,2025,Journal,Characterizing Participatory Reuse: A Case Survey_Appendix and Data Analysis,Zenodo,0,1,0,1,0,2025-05-20T08:39:57Z,2025-05-20T13:38:12Z,1,,,,,9,Zenodo,repository
10.5281/zenodo.15473194,cern.zenodo,2025,Journal,Online Appendix for an article - Characterizing Participatory Reuse: A Case Survey,Zenodo,0,1,0,1,0,2025-05-20T13:38:11Z,2025-05-20T13:38:12Z,1,,,,,12,Zenodo,repository
10.5281/zenodo.15480495,cern.zenodo,2025,Dataset,Minimal Distances in Code Review Networks,Zenodo,0,1,0,0,1,2025-05-21T12:30:21Z,2025-05-21T12:30:22Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.15480496,cern.zenodo,2025,Dataset,Minimal Distances in Code Review Networks,Zenodo,0,1,0,1,0,2025-05-21T12:30:21Z,2025-05-21T12:30:22Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.15696886,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,0,1,2025-06-19T09:49:45Z,2025-07-03T09:37:55Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.15696887,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,1,0,2025-06-19T09:49:45Z,2025-06-19T09:49:46Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.15736252,cern.zenodo,2025,Dataset,How (Not) To Write a Software Engineering Abstract (Data Package),Zenodo,0,1,0,0,1,2025-06-25T09:03:54Z,2025-06-25T09:03:55Z,1,,,,,10,Zenodo,repository
10.5281/zenodo.15736253,cern.zenodo,2025,Dataset,How (Not) To Write a Software Engineering Abstract (Data Package),Zenodo,0,1,0,1,0,2025-06-25T09:03:54Z,2025-06-25T09:03:55Z,1,,,,,10,Zenodo,repository
10.5281/zenodo.15767007,cern.zenodo,2025,Image,Research Alternatives Exercise Card Pack v2,Zenodo,0,1,0,0,1,2025-06-29T10:33:46Z,2025-06-29T11:44:20Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.15767008,cern.zenodo,2025,Image,Research Alternatives Exercise Card Pack v2,Zenodo,0,1,0,1,0,2025-06-29T10:33:46Z,2025-06-29T11:44:20Z,1,,,,,6,Zenodo,repository
10.6084/m9.figshare.29466295,figshare.ars,2025,Text,Additional file 1 of Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0,2025-07-03T04:11:41Z,2025-07-03T04:11:42Z,1,,,,,22,figshare Academic Research System,repository
10.6084/m9.figshare.29466295.v1,figshare.ars,2025,Text,Additional file 1 of Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0,2025-07-03T04:11:41Z,2025-07-03T04:11:42Z,1,,,,,22,figshare Academic Research System,repository
10.6084/m9.figshare.c.7908436,figshare.ars,2025,Collection,Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0,2025-07-03T04:11:41Z,2025-07-03T04:11:42Z,1,,,,,18,figshare Academic Research System,repository
10.6084/m9.figshare.c.7908436.v1,figshare.ars,2025,Collection,Supporting relatives when general palliative care is provided at home– a focus group study based on nurses’ experiences,figshare,0,1,0,1,0,2025-07-03T04:11:41Z,2025-07-03T04:11:42Z,1,,,,,18,figshare Academic Research System,repository
10.5281/zenodo.15797374,cern.zenodo,2025,Dataset,Measurements on Inner Source: a systematic mapping study - Replication Package,Zenodo,0,1,0,1,0,2025-07-03T09:36:36Z,2025-07-03T09:37:55Z,1,,,,,11,Zenodo,repository
10.5281/zenodo.15850887,cern.zenodo,2025,Dataset,Agile Development Impacts on Software Startup Companies - Questionnaire dataset,Zenodo,0,1,0,1,0,2025-07-09T19:20:57Z,2025-07-09T19:20:58Z,1,1,,,,10,Zenodo,repository
10.5281/zenodo.16263662,cern.zenodo,2025,Dataset,"Supplementary Materials of the Tutorial: ""Promotion of Open Science in Requirements Engineering: Leveraging the ORKG and ORKG Ask for FAIR Scientific Information""",Zenodo,0,1,0,1,0,2025-07-21T09:47:24Z,2025-07-21T09:47:24Z,1,1,,,,22,Zenodo,repository
10.5281/zenodo.16781333,cern.zenodo,2025,Software,michaeldorner/quo-vadis-code-review: Under review,Zenodo,0,1,0,0,1,2025-08-08T15:37:07Z,2025-08-08T15:37:07Z,1,,,,,3,Zenodo,repository
10.5281/zenodo.16781334,cern.zenodo,2025,Software,michaeldorner/quo-vadis-code-review: Under review,Zenodo,0,1,0,1,0,2025-08-08T15:37:07Z,2025-08-08T15:37:07Z,1,,,,,3,Zenodo,repository
10.5281/zenodo.16882340,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,0,1,2025-08-15T13:47:11Z,2025-08-16T15:26:43Z,1,,,,,20,Zenodo,repository
10.5281/zenodo.16882341,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,1,0,2025-08-15T13:47:11Z,2025-08-15T13:47:11Z,1,,,,,20,Zenodo,repository
10.5281/zenodo.16887068,cern.zenodo,2025,Text,Supplemental Material for Hindrances and Strengths in Software Delivery: Insights from a Developer Experience Study at the Swedish Transport Administration,Zenodo,0,1,0,1,0,2025-08-16T15:26:43Z,2025-08-16T15:26:43Z,1,,,,,20,Zenodo,repository
10.6084/m9.figshare.29972425,figshare.ars,2025,Text,Additional file 1 of Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0,2025-08-23T03:25:38Z,2025-08-23T03:25:39Z,1,,,,,23,figshare Academic Research System,repository
10.6084/m9.figshare.29972425.v1,figshare.ars,2025,Text,Additional file 1 of Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0,2025-08-23T03:25:38Z,2025-08-23T03:25:39Z,1,,,,,23,figshare Academic Research System,repository
10.6084/m9.figshare.c.7996531,figshare.ars,2025,Collection,Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0,2025-08-23T03:25:39Z,2025-08-23T03:25:40Z,1,,,,,19,figshare Academic Research System,repository
10.6084/m9.figshare.c.7996531.v1,figshare.ars,2025,Collection,Examining sleep health and its associations with technology use among older adults in Sweden: insights from a population-based study,figshare,0,1,0,1,0,2025-08-23T03:25:39Z,2025-08-23T03:25:40Z,1,,,,,19,figshare Academic Research System,repository
10.5281/zenodo.17078388,cern.zenodo,2025,Text,Handbook for measuring the Efficiency and Effectiveness of Generative AI in Software Engineering,Zenodo,0,1,0,0,1,2025-09-08T12:51:53Z,2025-09-08T12:51:54Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.17078389,cern.zenodo,2025,Text,Handbook for measuring the Efficiency and Effectiveness of Generative AI in Software Engineering,Zenodo,0,1,0,1,0,2025-09-08T12:51:53Z,2025-09-08T12:51:53Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.17158220,cern.zenodo,2025,Dataset,Artifact package: When GUI-based Testing Meets Code Reviews,Zenodo,0,1,0,1,0,2025-09-19T08:32:43Z,2025-09-22T12:09:22Z,1,,,,,8,Zenodo,repository
10.5281/zenodo.17104676,cern.zenodo,2025,Dataset,Replication package: The Prevalence of Code Review Guidelines for GUI-Based Testing in Open-Source,Zenodo,0,1,0,0,1,2025-09-21T10:00:08Z,2025-09-21T10:00:09Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.17104677,cern.zenodo,2025,Dataset,Replication package: The Prevalence of Code Review Guidelines for GUI-Based Testing in Open-Source,Zenodo,0,1,0,1,0,2025-09-21T10:00:08Z,2025-09-21T10:00:09Z,1,,,,,13,Zenodo,repository
10.5281/zenodo.17225500,cern.zenodo,2025,Text,Peer and Self Evaluation Survey,Zenodo,0,1,0,0,1,2025-09-29T11:58:00Z,2025-09-29T12:23:21Z,1,,,,,5,Zenodo,repository
10.5281/zenodo.17225501,cern.zenodo,2025,Text,Peer and Self Evaluation Survey,Zenodo,0,1,0,1,0,2025-09-29T11:58:00Z,2025-09-29T11:58:00Z,1,,,,,5,Zenodo,repository
10.5281/zenodo.17225733,cern.zenodo,2025,Text,Peer and Self Evaluation Survey,Zenodo,0,1,0,1,0,2025-09-29T12:23:21Z,2025-09-29T12:23:21Z,1,,,,,5,Zenodo,repository
10.5281/zenodo.17225777,cern.zenodo,2025,InteractiveResource,Team building and Contract development Workshop,Zenodo,0,1,0,1,0,2025-09-29T12:27:09Z,2025-09-29T12:27:10Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.17225776,cern.zenodo,2025,InteractiveResource,Team building and Contract development Workshop,Zenodo,0,1,0,0,1,2025-09-29T12:27:10Z,2025-09-29T12:27:10Z,1,,,,,6,Zenodo,repository
10.5281/zenodo.17197175,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to Strategic Examination of R&D Policy Paper: National coordination for RD&I impact,Zenodo,0,1,0,0,1,2025-09-30T02:54:57Z,2025-09-30T02:54:57Z,1,,,,,17,Zenodo,repository
10.5281/zenodo.17197176,cern.zenodo,2025,Text,Faculty of Humanities Coordinated Response to Strategic Examination of R&D Policy Paper: National coordination for RD&I impact,Zenodo,0,1,0,1,0,2025-09-30T02:54:57Z,2025-09-30T02:54:57Z,1,,,,,17,Zenodo,repository
10.5281/zenodo.17168059,cern.zenodo,2025,Dataset,Artifacts: Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,Zenodo,0,1,0,1,0,2025-10-10T17:03:49Z,2025-10-10T17:03:49Z,1,,,,,14,Zenodo,repository
10.5281/zenodo.17359762,cern.zenodo,2025,Dataset,"Replication package for the study Quo Vadis, Code Review? Exploring the Future of Code Review",Zenodo,0,1,0,1,0,2025-10-15T13:21:16Z,2025-10-15T13:21:17Z,1,,,,,15,Zenodo,repository
10.5281/zenodo.17359761,cern.zenodo,2025,Dataset,"Replication package for the study Quo Vadis, Code Review? Exploring the Future of Code Review",Zenodo,0,1,0,0,0,2025-10-15T13:21:20Z,2025-10-15T13:21:20Z,1,,,,,15,Zenodo,repository
10.3217/jucs-014-05,,2008,dataset,JUCS - Journal of Universal Computer Science,Verlag der Technischen Universität Graz,,,,,,,,,1,,,,7,,
10.21227/0dsh-8x30,,2022,dataset,SHIBR—The Swedish Historical Birth Records: a semi-annotated dataset,IEEE DataPort,,,,,,,,,1,,,,8,,
10.7910/dvn/dcbdep,,2017,dataset,Replication Data for: Do We Really Need To Catch Them All? A New User-guided Social Media Crawling Method,Harvard Dataverse,,,,,,,,,1,OPEN,,,18,,
10.5281/zenodo.2595519,,2019,dataset,Dataset and replication information for Temporal Discounting in Technical Debt: How do Software Practitioners Discount the Future?,Zenodo,,,,,,,,,1,OPEN,0,7,17,,
10.5281/zenodo.3961205,,2020,dataset,Data set: A Study about the Knowledge and Use of Requirements Engineering Standards in Industry,Zenodo,,,,,,,,,1,OPEN,31,11,15,,
10.5281/zenodo.7901667,,2023,dataset,Value-based Software Engineering: A Systematic Mapping Study,Zenodo,,,,,,,,,1,OPEN,26,19,7,,
10.21227/3w8f-ke16,,2019,dataset,ARDIS: A Swedish Historical Handwritten Digit Dataset,IEEE DataPort,,,,,,,,,1,,,,7,,
